hr,rr,spo2,temp,time
99,21,90,36.2,2021/03/06 07:29:41
72,20,90,37,2021/03/06 07:29:44
82,23,95,37.8,2021/03/06 07:29:47
87,16,96,36.4,2021/03/06 07:29:50
101,15,95,36.6,2021/03/06 07:29:53
88,20,99,36.8,2021/03/06 07:29:56
86,20,97,36.6,2021/03/06 07:29:59
69,17,93,36.4,2021/03/06 07:30:02
87,23,89,36.4,2021/03/06 07:30:05
91,17,96,36.9,2021/03/06 07:30:08
67,18,99,37.2,2021/03/06 07:30:11
93,20,92,36.5,2021/03/06 07:30:14
80,21,97,36.8,2021/03/06 07:30:17
63,14,96,37.5,2021/03/06 07:30:20
68,16,91,37.7,2021/03/06 07:30:23
101,15,96,36.5,2021/03/06 07:30:26
70,14,92,36.8,2021/03/06 07:30:29
102,17,89,36.3,2021/03/06 07:30:32
94,19,98,37.7,2021/03/06 07:30:35
102,21,94,37.6,2021/03/06 07:30:38
104,17,96,37.9,2021/03/06 07:30:41
69,21,93,37.4,2021/03/06 07:30:44
68,15,96,37.5,2021/03/06 07:30:47
112,16,91,37.4,2021/03/06 07:30:50
88,22,93,37.1,2021/03/06 07:30:53
83,21,95,37.6,2021/03/06 07:30:56
70,15,97,37.6,2021/03/06 07:30:59
87,17,98,37.9,2021/03/06 07:31:02
82,23,98,37.3,2021/03/06 07:31:05
99,16,88,36.3,2021/03/06 07:31:08
75,19,88,37.3,2021/03/06 07:31:11
114,19,96,36.4,2021/03/06 07:31:14
106,14,89,36.5,2021/03/06 07:31:17
75,22,89,37,2021/03/06 07:31:20
106,22,91,36.9,2021/03/06 07:31:23
72,24,96,36.9,2021/03/06 07:31:26
86,15,96,37.5,2021/03/06 07:31:29
95,24,94,37.4,2021/03/06 07:31:32
75,15,94,36.6,2021/03/06 07:31:35
101,16,94,36.3,2021/03/06 07:31:38
82,14,96,37.5,2021/03/06 07:31:41
68,15,91,37.7,2021/03/06 07:31:44
98,21,95,37.5,2021/03/06 07:31:47
61,21,93,36.6,2021/03/06 07:31:50
89,21,88,37.3,2021/03/06 07:31:53
108,20,91,36.7,2021/03/06 07:31:56
62,23,97,36.8,2021/03/06 07:31:59
94,22,90,36.2,2021/03/06 07:32:02
73,21,92,37.2,2021/03/06 07:32:05
79,17,95,37.4,2021/03/06 07:32:08
86,20,92,36.4,2021/03/06 07:32:11
90,23,98,37.1,2021/03/06 07:32:14
110,24,98,37.6,2021/03/06 07:32:17
104,17,97,36,2021/03/06 07:32:20
87,19,96,37.6,2021/03/06 07:32:23
84,16,96,36.1,2021/03/06 07:32:26
75,22,96,37.5,2021/03/06 07:32:29
104,19,91,37.8,2021/03/06 07:32:32
80,20,93,37.7,2021/03/06 07:32:35
65,19,97,37.3,2021/03/06 07:32:38
92,21,94,36.1,2021/03/06 07:32:41
101,19,92,36.4,2021/03/06 07:32:44
77,21,90,37.3,2021/03/06 07:32:47
89,15,90,37.8,2021/03/06 07:32:50
98,23,89,36,2021/03/06 07:32:53
65,22,92,36.1,2021/03/06 07:32:56
102,21,93,36.2,2021/03/06 07:32:59
81,17,95,37.6,2021/03/06 07:33:02
88,16,92,36.2,2021/03/06 07:33:05
74,20,96,37.5,2021/03/06 07:33:08
94,21,92,37.6,2021/03/06 07:33:11
82,13,90,36.8,2021/03/06 07:33:14
80,17,96,36.9,2021/03/06 07:33:17
82,21,97,37.3,2021/03/06 07:33:20
66,22,90,37,2021/03/06 07:33:23
60,18,92,36.2,2021/03/06 07:33:26
80,16,89,36.9,2021/03/06 07:33:29
104,17,89,37.8,2021/03/06 07:33:32
109,22,90,37.1,2021/03/06 07:33:35
98,15,96,36.3,2021/03/06 07:33:38
86,18,90,36.5,2021/03/06 07:33:41
104,20,92,36.5,2021/03/06 07:33:44
94,20,98,36.4,2021/03/06 07:33:47
72,19,94,36.2,2021/03/06 07:33:50
80,14,94,36.8,2021/03/06 07:33:53
87,20,92,36.1,2021/03/06 07:33:56
99,19,91,37.5,2021/03/06 07:33:59
85,20,95,36.7,2021/03/06 07:34:02
109,17,97,36.3,2021/03/06 07:34:05
99,20,96,37.8,2021/03/06 07:34:08
69,20,98,37.3,2021/03/06 07:34:11
80,14,96,36.2,2021/03/06 07:34:14
91,19,92,36.3,2021/03/06 07:34:17
101,14,96,37,2021/03/06 07:34:20
90,16,90,37.5,2021/03/06 07:34:23
106,21,91,37.2,2021/03/06 07:34:26
98,20,89,37.3,2021/03/06 07:34:29
94,21,90,38,2021/03/06 07:34:32
101,13,91,37.8,2021/03/06 07:34:35
100,23,90,37.4,2021/03/06 07:34:38
72,14,94,36.1,2021/03/06 07:34:41
103,19,93,37.7,2021/03/06 07:34:44
107,22,89,36.5,2021/03/06 07:34:47
113,20,89,37.6,2021/03/06 07:34:50
100,19,94,37.3,2021/03/06 07:34:53
89,18,95,36.1,2021/03/06 07:34:56
89,20,91,36.9,2021/03/06 07:34:59
108,21,92,37.8,2021/03/06 07:35:02
101,23,96,38,2021/03/06 07:35:05
109,18,90,37.7,2021/03/06 07:35:08
82,14,90,36.4,2021/03/06 07:35:11
93,15,91,36.7,2021/03/06 07:35:14
69,19,91,37.5,2021/03/06 07:35:17
72,20,91,36.3,2021/03/06 07:35:20
107,14,88,36.4,2021/03/06 07:35:23
104,16,91,37.8,2021/03/06 07:35:26
99,16,89,36.8,2021/03/06 07:35:29
87,16,89,37.9,2021/03/06 07:35:32
106,19,90,37.4,2021/03/06 07:35:35
108,16,93,38,2021/03/06 07:35:38
83,21,95,36.5,2021/03/06 07:35:41
84,17,90,36.2,2021/03/06 07:35:44
95,16,94,37.9,2021/03/06 07:35:47
78,20,94,36.5,2021/03/06 07:35:50
86,19,91,37.7,2021/03/06 07:35:53
84,19,92,37.6,2021/03/06 07:35:56
92,21,93,37.9,2021/03/06 07:35:59
72,17,97,36.6,2021/03/06 07:36:02
72,15,98,37,2021/03/06 07:36:05
71,17,92,36.8,2021/03/06 07:36:08
78,18,98,36.8,2021/03/06 07:36:11
85,22,97,36.9,2021/03/06 07:36:14
77,23,92,36,2021/03/06 07:36:17
85,15,92,36,2021/03/06 07:36:20
86,18,93,36,2021/03/06 07:36:23
74,18,95,37.5,2021/03/06 07:36:26
113,19,92,36.7,2021/03/06 07:36:29
78,18,90,36.3,2021/03/06 07:36:32
96,17,96,37.1,2021/03/06 07:36:35
97,20,93,36.7,2021/03/06 07:36:38
106,15,97,38,2021/03/06 07:36:41
91,15,92,37.5,2021/03/06 07:36:44
80,19,96,36.4,2021/03/06 07:36:47
94,17,95,37.3,2021/03/06 07:36:50
78,16,95,36.9,2021/03/06 07:36:53
105,18,98,37.1,2021/03/06 07:36:56
104,21,96,37.5,2021/03/06 07:36:59
106,20,97,36.4,2021/03/06 07:37:02
110,17,94,36.8,2021/03/06 07:37:05
94,13,97,37.6,2021/03/06 07:37:08
68,21,97,36.6,2021/03/06 07:37:11
101,15,96,36.6,2021/03/06 07:37:14
76,17,98,36.7,2021/03/06 07:37:17
109,13,99,37.2,2021/03/06 07:37:20
86,14,88,37.1,2021/03/06 07:37:23
74,18,93,36.8,2021/03/06 07:37:26
71,14,96,37.8,2021/03/06 07:37:29
69,18,93,38,2021/03/06 07:37:32
98,19,94,36.3,2021/03/06 07:37:35
65,17,95,36.9,2021/03/06 07:37:38
62,19,91,37.7,2021/03/06 07:37:41
90,18,96,37.9,2021/03/06 07:37:44
74,15,95,37.7,2021/03/06 07:37:47
77,17,93,37.6,2021/03/06 07:37:50
95,16,93,37.1,2021/03/06 07:37:53
106,18,90,36.5,2021/03/06 07:37:56
102,15,96,36.3,2021/03/06 07:37:59
82,20,98,37,2021/03/06 07:38:02
111,20,98,36.3,2021/03/06 07:38:05
86,20,89,36.7,2021/03/06 07:38:08
103,21,91,36.8,2021/03/06 07:38:11
87,16,89,37.4,2021/03/06 07:38:14
107,24,90,37.8,2021/03/06 07:38:17
110,22,94,37.1,2021/03/06 07:38:20
113,16,91,37.2,2021/03/06 07:38:23
89,22,93,37.8,2021/03/06 07:38:26
76,19,92,37.6,2021/03/06 07:38:29
100,21,98,37.1,2021/03/06 07:38:32
102,18,96,36.7,2021/03/06 07:38:35
71,14,91,36.9,2021/03/06 07:38:38
89,21,96,37.1,2021/03/06 07:38:41
90,18,95,37.3,2021/03/06 07:38:44
98,14,93,37.6,2021/03/06 07:38:47
93,20,89,37.8,2021/03/06 07:38:50
68,17,90,37.1,2021/03/06 07:38:53
102,18,96,37.6,2021/03/06 07:38:56
70,15,98,36.5,2021/03/06 07:38:59
78,23,94,36.5,2021/03/06 07:39:02
97,19,99,36.2,2021/03/06 07:39:05
111,23,91,37,2021/03/06 07:39:08
98,16,89,37.7,2021/03/06 07:39:11
104,22,95,36.5,2021/03/06 07:39:14
84,19,95,37.1,2021/03/06 07:39:17
66,21,88,37.2,2021/03/06 07:39:20
109,19,95,37.4,2021/03/06 07:39:23
101,13,97,36.6,2021/03/06 07:39:26
90,17,90,36.7,2021/03/06 07:39:29
88,22,97,37.9,2021/03/06 07:39:32
71,22,93,37.8,2021/03/06 07:39:35
68,16,96,36.9,2021/03/06 07:39:38
104,24,95,37.5,2021/03/06 07:39:41
61,20,91,38,2021/03/06 07:39:44
88,16,99,36.4,2021/03/06 07:39:47
90,20,99,37,2021/03/06 07:39:50
68,16,91,36.2,2021/03/06 07:39:53
114,14,89,36.8,2021/03/06 07:39:56
91,15,94,36.8,2021/03/06 07:39:59
87,18,92,37.6,2021/03/06 07:40:02
88,18,91,36.7,2021/03/06 07:40:05
79,17,92,36.3,2021/03/06 07:40:08
68,18,94,36.8,2021/03/06 07:40:11
99,16,93,36.1,2021/03/06 07:40:14
70,24,91,37.7,2021/03/06 07:40:17
108,20,93,37.5,2021/03/06 07:40:20
91,20,89,36.3,2021/03/06 07:40:23
101,18,99,37.8,2021/03/06 07:40:26
92,16,94,37.8,2021/03/06 07:40:29
106,16,91,36.2,2021/03/06 07:40:32
89,16,92,37.5,2021/03/06 07:40:35
65,24,92,36.3,2021/03/06 07:40:38
69,19,98,36.7,2021/03/06 07:40:41
85,20,94,37.3,2021/03/06 07:40:44
60,21,92,37.1,2021/03/06 07:40:47
111,21,97,37.7,2021/03/06 07:40:50
112,17,92,36.2,2021/03/06 07:40:53
103,23,98,36.4,2021/03/06 07:40:56
87,17,95,36.9,2021/03/06 07:40:59
91,18,95,37,2021/03/06 07:41:02
88,22,92,36.3,2021/03/06 07:41:05
105,16,93,37.4,2021/03/06 07:41:08
106,16,92,36.3,2021/03/06 07:41:11
94,16,90,36.7,2021/03/06 07:41:14
80,18,95,37.2,2021/03/06 07:41:17
81,21,97,37.2,2021/03/06 07:41:20
100,16,89,36.8,2021/03/06 07:41:23
75,23,90,36.4,2021/03/06 07:41:26
91,18,89,36.2,2021/03/06 07:41:29
95,17,90,36.7,2021/03/06 07:41:32
79,20,93,37.2,2021/03/06 07:41:35
75,17,89,37.7,2021/03/06 07:41:38
84,18,88,36.3,2021/03/06 07:41:41
80,18,93,36.9,2021/03/06 07:41:44
98,16,97,36.2,2021/03/06 07:41:47
105,21,96,36.3,2021/03/06 07:41:50
73,14,94,36.9,2021/03/06 07:41:53
76,17,96,36.5,2021/03/06 07:41:56
85,17,89,37,2021/03/06 07:41:59
67,14,96,36.5,2021/03/06 07:42:02
86,16,90,36.5,2021/03/06 07:42:05
79,15,94,37.1,2021/03/06 07:42:08
69,16,89,36.4,2021/03/06 07:42:11
86,19,95,36.8,2021/03/06 07:42:14
72,16,93,37.5,2021/03/06 07:42:17
75,20,89,36.8,2021/03/06 07:42:20
65,23,90,37.3,2021/03/06 07:42:23
94,15,91,37,2021/03/06 07:42:26
107,21,89,36.3,2021/03/06 07:42:29
102,16,92,38,2021/03/06 07:42:32
86,21,97,37.5,2021/03/06 07:42:35
76,19,97,38,2021/03/06 07:42:38
90,20,95,36.4,2021/03/06 07:42:41
108,22,91,38,2021/03/06 07:42:44
63,15,91,36.3,2021/03/06 07:42:47
70,17,93,37,2021/03/06 07:42:50
91,13,90,36.3,2021/03/06 07:42:53
63,18,90,37.2,2021/03/06 07:42:56
87,21,94,36.2,2021/03/06 07:42:59
90,16,93,37.1,2021/03/06 07:43:02
107,14,93,36.6,2021/03/06 07:43:05
87,14,93,36.8,2021/03/06 07:43:08
103,16,96,37.3,2021/03/06 07:43:11
101,22,98,36.5,2021/03/06 07:43:14
103,18,94,36.9,2021/03/06 07:43:17
86,15,96,36.9,2021/03/06 07:43:20
64,15,92,37.3,2021/03/06 07:43:23
96,21,97,36.7,2021/03/06 07:43:26
102,13,98,37.7,2021/03/06 07:43:29
70,22,95,37.1,2021/03/06 07:43:32
86,22,98,37.3,2021/03/06 07:43:35
98,21,92,37.6,2021/03/06 07:43:38
97,15,98,36.3,2021/03/06 07:43:41
74,16,95,37.2,2021/03/06 07:43:44
102,16,93,37.7,2021/03/06 07:43:47
94,18,95,37.2,2021/03/06 07:43:50
101,15,91,37.2,2021/03/06 07:43:53
82,17,94,36.4,2021/03/06 07:43:56
79,16,95,36.8,2021/03/06 07:43:59
80,18,93,37.9,2021/03/06 07:44:02
94,22,93,36.6,2021/03/06 07:44:05
86,18,91,36.1,2021/03/06 07:44:08
88,16,90,36.5,2021/03/06 07:44:11
112,15,90,37.7,2021/03/06 07:44:14
87,22,96,37.9,2021/03/06 07:44:17
80,21,93,37.4,2021/03/06 07:44:20
109,21,90,37.2,2021/03/06 07:44:23
92,22,91,37.7,2021/03/06 07:44:26
65,19,97,37.1,2021/03/06 07:44:29
97,17,97,37,2021/03/06 07:44:32
78,14,90,37.9,2021/03/06 07:44:35
76,22,88,37.5,2021/03/06 07:44:38
86,16,90,37.5,2021/03/06 07:44:41
91,21,93,37.6,2021/03/06 07:44:44
86,18,92,37.7,2021/03/06 07:44:47
104,16,88,36.1,2021/03/06 07:44:50
67,13,93,37.5,2021/03/06 07:44:53
93,23,95,37.4,2021/03/06 07:44:56
82,17,94,37,2021/03/06 07:44:59
92,13,91,36.9,2021/03/06 07:45:02
105,18,92,37.7,2021/03/06 07:45:05
102,14,92,37.3,2021/03/06 07:45:08
79,15,99,38,2021/03/06 07:45:11
67,18,93,36.7,2021/03/06 07:45:14
77,15,99,37.7,2021/03/06 07:45:17
85,17,92,36.3,2021/03/06 07:45:20
106,24,91,37.6,2021/03/06 07:45:23
84,16,97,37.2,2021/03/06 07:45:26
97,16,93,36.2,2021/03/06 07:45:29
98,20,94,36.4,2021/03/06 07:45:32
78,20,88,37.8,2021/03/06 07:45:35
110,19,94,37.9,2021/03/06 07:45:38
77,21,96,37.8,2021/03/06 07:45:41
71,16,91,37.5,2021/03/06 07:45:44
76,22,93,36.6,2021/03/06 07:45:47
102,21,97,36.5,2021/03/06 07:45:50
79,21,91,36,2021/03/06 07:45:53
83,15,90,36.9,2021/03/06 07:45:56
112,18,92,37.1,2021/03/06 07:45:59
92,17,92,37,2021/03/06 07:46:02
69,22,93,36.9,2021/03/06 07:46:05
77,23,94,37.7,2021/03/06 07:46:08
82,15,90,36,2021/03/06 07:46:11
110,20,97,36.4,2021/03/06 07:46:14
85,21,89,36.4,2021/03/06 07:46:17
97,16,90,37.4,2021/03/06 07:46:20
85,21,89,38,2021/03/06 07:46:23
72,14,90,37.8,2021/03/06 07:46:26
76,17,97,36,2021/03/06 07:46:29
64,22,94,37.6,2021/03/06 07:46:32
99,21,95,36.4,2021/03/06 07:46:35
89,16,91,37.3,2021/03/06 07:46:38
103,14,91,36.6,2021/03/06 07:46:41
96,19,91,36.4,2021/03/06 07:46:44
103,15,90,37.8,2021/03/06 07:46:47
71,19,99,36.1,2021/03/06 07:46:50
88,15,90,37.3,2021/03/06 07:46:53
91,14,97,36.9,2021/03/06 07:46:56
65,21,95,37.2,2021/03/06 07:46:59
80,19,93,36.5,2021/03/06 07:47:02
97,20,91,36,2021/03/06 07:47:05
91,21,94,37.8,2021/03/06 07:47:08
96,16,90,36.5,2021/03/06 07:47:11
83,15,96,37.4,2021/03/06 07:47:14
76,23,97,36.1,2021/03/06 07:47:17
89,23,92,37.3,2021/03/06 07:47:20
82,20,99,37.5,2021/03/06 07:47:23
104,17,88,36.6,2021/03/06 07:47:26
108,22,96,37.1,2021/03/06 07:47:29
62,21,91,36.9,2021/03/06 07:47:32
84,18,92,37.7,2021/03/06 07:47:35
65,22,97,37.8,2021/03/06 07:47:38
104,17,98,37.9,2021/03/06 07:47:41
71,21,97,36,2021/03/06 07:47:44
91,18,90,37.2,2021/03/06 07:47:47
80,15,91,37.1,2021/03/06 07:47:50
103,17,95,36.5,2021/03/06 07:47:53
112,20,94,37.7,2021/03/06 07:47:56
104,20,90,37.4,2021/03/06 07:47:59
109,17,96,36.8,2021/03/06 07:48:02
70,17,91,37.5,2021/03/06 07:48:05
80,20,96,36.6,2021/03/06 07:48:08
83,15,91,37.6,2021/03/06 07:48:11
94,16,92,36.1,2021/03/06 07:48:14
87,17,90,37.4,2021/03/06 07:48:17
96,22,90,36.5,2021/03/06 07:48:20
70,20,93,36.8,2021/03/06 07:48:23
80,17,95,36.6,2021/03/06 07:48:26
70,20,91,37.6,2021/03/06 07:48:29
104,16,97,36.9,2021/03/06 07:48:32
87,15,89,36.9,2021/03/06 07:48:35
81,21,98,36.2,2021/03/06 07:48:38
73,16,93,37.3,2021/03/06 07:48:41
73,18,97,37.7,2021/03/06 07:48:44
107,21,92,37.1,2021/03/06 07:48:47
77,20,92,37.5,2021/03/06 07:48:50
86,19,93,37.3,2021/03/06 07:48:53
69,15,94,37.9,2021/03/06 07:48:56
88,16,96,37.5,2021/03/06 07:48:59
87,18,90,36.2,2021/03/06 07:49:02
97,23,95,37,2021/03/06 07:49:05
105,22,92,36.9,2021/03/06 07:49:08
76,16,90,36.8,2021/03/06 07:49:11
88,19,96,37.6,2021/03/06 07:49:14
79,22,91,36.6,2021/03/06 07:49:17
91,20,88,37.6,2021/03/06 07:49:20
95,22,95,36.9,2021/03/06 07:49:23
92,22,92,37.7,2021/03/06 07:49:26
68,23,89,37.1,2021/03/06 07:49:29
94,19,97,37.1,2021/03/06 07:49:32
81,19,95,37.4,2021/03/06 07:49:35
61,13,90,38,2021/03/06 07:49:38
84,21,96,37.7,2021/03/06 07:49:41
101,20,95,37.8,2021/03/06 07:49:44
108,16,90,37.8,2021/03/06 07:49:47
108,18,91,36.6,2021/03/06 07:49:50
83,21,93,37.9,2021/03/06 07:49:53
85,17,89,37.8,2021/03/06 07:49:56
106,22,90,37.4,2021/03/06 07:49:59
67,17,94,37.3,2021/03/06 07:50:02
95,19,93,37,2021/03/06 07:50:05
102,17,92,36,2021/03/06 07:50:08
90,16,95,37.6,2021/03/06 07:50:11
102,22,97,37.6,2021/03/06 07:50:14
90,24,93,36.1,2021/03/06 07:50:17
68,17,91,37.8,2021/03/06 07:50:20
82,14,91,36.7,2021/03/06 07:50:23
73,18,96,37.1,2021/03/06 07:50:26
84,23,94,37.5,2021/03/06 07:50:29
101,21,96,36.8,2021/03/06 07:50:32
87,17,96,37.1,2021/03/06 07:50:35
109,14,94,37.2,2021/03/06 07:50:38
110,17,98,36.2,2021/03/06 07:50:41
89,17,94,37.3,2021/03/06 07:50:44
96,20,94,37.2,2021/03/06 07:50:47
96,20,89,36.7,2021/03/06 07:50:50
66,19,94,36.8,2021/03/06 07:50:53
98,19,89,37.1,2021/03/06 07:50:56
97,21,89,37.8,2021/03/06 07:50:59
97,19,92,37.2,2021/03/06 07:51:02
109,20,94,36.9,2021/03/06 07:51:05
98,15,89,36.4,2021/03/06 07:51:08
90,23,93,36.7,2021/03/06 07:51:11
110,17,97,36,2021/03/06 07:51:14
85,20,95,38,2021/03/06 07:51:17
67,19,96,37.7,2021/03/06 07:51:20
98,17,90,36.8,2021/03/06 07:51:23
109,20,99,37.9,2021/03/06 07:51:26
107,19,94,37.3,2021/03/06 07:51:29
112,17,93,37,2021/03/06 07:51:32
84,17,96,37.9,2021/03/06 07:51:35
91,23,97,37.3,2021/03/06 07:51:38
98,20,95,36.1,2021/03/06 07:51:41
102,21,96,37.5,2021/03/06 07:51:44
63,16,90,37.5,2021/03/06 07:51:47
71,17,94,37,2021/03/06 07:51:50
97,16,92,36.2,2021/03/06 07:51:53
104,17,89,36.9,2021/03/06 07:51:56
112,15,91,36.2,2021/03/06 07:51:59
102,21,97,36.2,2021/03/06 07:52:02
83,17,91,36.8,2021/03/06 07:52:05
108,14,96,36.6,2021/03/06 07:52:08
101,21,93,36.6,2021/03/06 07:52:11
99,15,99,36.4,2021/03/06 07:52:14
111,18,93,38,2021/03/06 07:52:17
102,19,89,37.2,2021/03/06 07:52:20
97,22,92,37.8,2021/03/06 07:52:23
70,15,97,36.7,2021/03/06 07:52:26
93,20,95,37.8,2021/03/06 07:52:29
109,21,91,36.2,2021/03/06 07:52:32
105,23,95,36.8,2021/03/06 07:52:35
88,19,91,37.2,2021/03/06 07:52:38
99,23,90,37.7,2021/03/06 07:52:41
86,18,91,37.7,2021/03/06 07:52:44
86,22,89,36.7,2021/03/06 07:52:47
97,13,93,37,2021/03/06 07:52:50
65,16,88,36.8,2021/03/06 07:52:53
73,19,94,36.8,2021/03/06 07:52:56
106,19,92,36.5,2021/03/06 07:52:59
102,19,93,37.6,2021/03/06 07:53:02
109,17,94,36.8,2021/03/06 07:53:05
89,20,90,36.4,2021/03/06 07:53:08
75,23,97,37,2021/03/06 07:53:11
64,23,90,37.4,2021/03/06 07:53:14
69,14,95,36.6,2021/03/06 07:53:17
77,17,89,38,2021/03/06 07:53:20
108,16,91,36.5,2021/03/06 07:53:23
99,15,95,37.3,2021/03/06 07:53:26
92,21,95,37.7,2021/03/06 07:53:29
76,22,90,36.2,2021/03/06 07:53:32
82,17,92,37.6,2021/03/06 07:53:35
108,22,92,37.7,2021/03/06 07:53:38
88,15,99,37,2021/03/06 07:53:41
100,22,92,37.2,2021/03/06 07:53:44
69,21,89,37.1,2021/03/06 07:53:47
82,20,89,36.7,2021/03/06 07:53:50
109,21,94,36.5,2021/03/06 07:53:53
79,19,88,37.5,2021/03/06 07:53:56
110,16,91,37.8,2021/03/06 07:53:59
88,17,90,36.4,2021/03/06 07:54:02
112,16,91,36.1,2021/03/06 07:54:05
67,18,94,36.7,2021/03/06 07:54:08
92,21,94,36,2021/03/06 07:54:11
98,18,93,37.1,2021/03/06 07:54:14
106,18,97,36.8,2021/03/06 07:54:17
96,21,92,37.7,2021/03/06 07:54:20
97,13,91,37.9,2021/03/06 07:54:23
81,19,90,36.2,2021/03/06 07:54:26
77,18,92,37.7,2021/03/06 07:54:29
61,21,96,37.8,2021/03/06 07:54:32
66,20,90,37.5,2021/03/06 07:54:35
89,18,98,36.5,2021/03/06 07:54:38
104,19,93,37.5,2021/03/06 07:54:41
75,21,92,37.4,2021/03/06 07:54:44
96,17,95,36.2,2021/03/06 07:54:47
101,23,96,36.7,2021/03/06 07:54:50
64,17,95,37.7,2021/03/06 07:54:53
103,20,98,37.9,2021/03/06 07:54:56
97,19,90,36.5,2021/03/06 07:54:59
104,15,97,36.4,2021/03/06 07:55:02
103,21,94,37.8,2021/03/06 07:55:05
98,21,92,36.5,2021/03/06 07:55:08
108,15,94,36.5,2021/03/06 07:55:11
83,21,90,36.7,2021/03/06 07:55:14
69,13,92,36,2021/03/06 07:55:17
85,15,88,37.2,2021/03/06 07:55:20
89,21,93,37.2,2021/03/06 07:55:23
62,19,92,37,2021/03/06 07:55:26
80,17,90,36.4,2021/03/06 07:55:29
111,22,99,37.4,2021/03/06 07:55:32
91,23,92,36.3,2021/03/06 07:55:35
95,16,94,36.4,2021/03/06 07:55:38
87,17,97,37.4,2021/03/06 07:55:41
84,20,94,37.9,2021/03/06 07:55:44
82,22,94,37.8,2021/03/06 07:55:47
71,24,93,36.5,2021/03/06 07:55:50
105,16,96,37.8,2021/03/06 07:55:53
104,15,90,36.3,2021/03/06 07:55:56
80,16,92,36.7,2021/03/06 07:55:59
105,21,97,36.4,2021/03/06 07:56:02
67,14,99,37.9,2021/03/06 07:56:05
70,22,91,38,2021/03/06 07:56:08
80,16,97,36.7,2021/03/06 07:56:11
77,16,94,36.4,2021/03/06 07:56:14
69,19,95,37.8,2021/03/06 07:56:17
105,17,96,37.2,2021/03/06 07:56:20
83,23,91,37.6,2021/03/06 07:56:23
90,18,98,36.9,2021/03/06 07:56:26
64,22,92,37.1,2021/03/06 07:56:29
69,15,95,36.8,2021/03/06 07:56:32
75,19,92,36.4,2021/03/06 07:56:35
92,16,93,37,2021/03/06 07:56:38
93,16,97,37.1,2021/03/06 07:56:41
65,15,94,36.4,2021/03/06 07:56:44
95,24,93,36.5,2021/03/06 07:56:47
106,16,89,36.2,2021/03/06 07:56:50
83,13,98,37.2,2021/03/06 07:56:53
85,18,92,36.4,2021/03/06 07:56:56
77,15,93,37.1,2021/03/06 07:56:59
72,19,89,38,2021/03/06 07:57:02
111,14,94,36.6,2021/03/06 07:57:05
84,24,91,37,2021/03/06 07:57:08
97,21,89,36.9,2021/03/06 07:57:11
103,19,96,37.4,2021/03/06 07:57:14
82,20,99,37.3,2021/03/06 07:57:17
87,16,98,37.5,2021/03/06 07:57:20
80,14,89,37.6,2021/03/06 07:57:23
64,19,92,36.6,2021/03/06 07:57:26
113,16,90,37.3,2021/03/06 07:57:29
90,19,95,37.3,2021/03/06 07:57:32
91,20,95,37.8,2021/03/06 07:57:35
94,14,93,36.4,2021/03/06 07:57:38
101,15,93,37.4,2021/03/06 07:57:41
107,20,89,38,2021/03/06 07:57:44
79,23,94,36,2021/03/06 07:57:47
67,19,96,37.2,2021/03/06 07:57:50
109,22,89,37,2021/03/06 07:57:53
114,18,97,36.2,2021/03/06 07:57:56
101,13,97,36.3,2021/03/06 07:57:59
102,21,92,36.6,2021/03/06 07:58:02
82,20,91,37.3,2021/03/06 07:58:05
66,15,91,37,2021/03/06 07:58:08
102,19,91,37.4,2021/03/06 07:58:11
81,20,92,36.5,2021/03/06 07:58:14
102,20,92,37.1,2021/03/06 07:58:17
110,15,93,37.1,2021/03/06 07:58:20
91,23,91,37.6,2021/03/06 07:58:23
81,21,94,36.9,2021/03/06 07:58:26
71,22,95,36.9,2021/03/06 07:58:29
106,21,99,36.8,2021/03/06 07:58:32
87,22,93,37.8,2021/03/06 07:58:35
87,24,96,36,2021/03/06 07:58:38
94,15,89,37.8,2021/03/06 07:58:41
102,16,97,36.5,2021/03/06 07:58:44
93,16,93,36.8,2021/03/06 07:58:47
102,16,92,37.6,2021/03/06 07:58:50
78,16,95,36.3,2021/03/06 07:58:53
80,18,92,37.8,2021/03/06 07:58:56
72,21,95,37.7,2021/03/06 07:58:59
96,14,89,37.4,2021/03/06 07:59:02
113,15,93,36.9,2021/03/06 07:59:05
88,13,93,36.9,2021/03/06 07:59:08
99,22,96,36.4,2021/03/06 07:59:11
102,19,97,36.3,2021/03/06 07:59:14
92,18,91,36.3,2021/03/06 07:59:17
77,20,94,37.3,2021/03/06 07:59:20
81,21,97,37.2,2021/03/06 07:59:23
106,17,88,36.8,2021/03/06 07:59:26
89,21,91,37.3,2021/03/06 07:59:29
107,18,95,37.2,2021/03/06 07:59:32
100,22,96,37,2021/03/06 07:59:35
64,19,98,36.2,2021/03/06 07:59:38
75,16,92,37.4,2021/03/06 07:59:41
103,14,91,37.7,2021/03/06 07:59:44
104,16,96,36.9,2021/03/06 07:59:47
106,18,92,36.4,2021/03/06 07:59:50
84,18,90,36.3,2021/03/06 07:59:53
99,20,99,36.9,2021/03/06 07:59:56
95,15,92,37.2,2021/03/06 07:59:59
71,23,96,36.8,2021/03/06 08:00:02
81,19,94,36.5,2021/03/06 08:00:05
71,15,91,36.9,2021/03/06 08:00:08
101,16,96,36.8,2021/03/06 08:00:11
72,18,94,36.5,2021/03/06 08:00:14
88,22,98,37.7,2021/03/06 08:00:17
